Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,,,
4218,,0,Australia,0,#N/A,#N/A,"Western Autralia, Firzroy, Alice Springs",News,5-Jan-15,11-Jan-15,7,1,0,,Heavy Rain,1.5,1519623.45,7.2,127.056,-19.1872,News,1,1,1,1,05-Jan-15,1113,3686,,,,,,
4217,,0,Philippines,0,#N/A,#N/A,"Southern Philippines, Samar, other locations",News,10-Dec-14,1-Jan-15,23,53,80186,,Tropical Storm Jangmai,1.5,63967.39,6.3,124.903,8.65608,News,1,100,1,202,10-Dec-14,1112,3685,,,,,,
4216,,FL-2014-000168-MYS,Malaysia,Thailand,#N/A,#N/A,Kelantan State; Malaysia-Thailand border; northeastern Malaysia,News,20-Dec-14,1-Jan-15,13,34,215000,,Monsoonal Rain,2,90680.38,6.4,102.164,4.72508,News,1,99,1,201,20-Dec-14,1111,3684,,,,,,
4215,,0,Sri Lanka,0,#N/A,#N/A,"Northern, northcentral and eastern provinces; Batticaloa district, Anuradhapura district",News,20-Dec-14,1-Jan-15,13,39,1000000,,Monsoonal Rain,1.5,50316.81,6.0,80.9834,7.90972,News,0,98,1,200,20-Dec-14,1110,3683,,,,,,
4214,,FL-2014-000163-COL,Colombia,0,#N/A,#N/A,Chocó,News,1-Nov-14,20-Dec-14,50,44,0,,Heavy Rain,1.5,406009.51,7.5,-75.544,4.59198,News,1,98,1,199,01-Nov-14,1110,3682,,,,,,
4213,,0,USA,0,#N/A,#N/A,"Bay Area, and Sacramento, north coastal California",News,11-Dec-14,14-Dec-14,4,3,0,,Torrential Rain,1,70255.56,5.4,-123.101,39.7967,News,0,97,1,198,11-Dec-14,1109,3681,,,,,,
4212,,0,Brazil,0,#N/A,#N/A,Eastern Sao Paulo,News,10-Dec-14,14-Dec-14,5,0,0,,Torrrential Rain,1,199807.2,6.0,-49.2145,-24.8513,News,0,97,1,197,10-Dec-14,1109,3680,,,,,,
4211,,0,Bulgaria,Greece,#N/A,#N/A,Northern Greece and along the country's northeastern borders with Turkey; Bulgaria,News,4-Dec-14,14-Dec-14,11,40,1000,,Heavy Rain,1.5,147616.57,6.4,27.7106,41.4579,News,1,97,1,196,04-Dec-14,1109,3679,,,,,,
4210,,0,Palestine,0,#N/A,#N/A,Gaza,News,26-Nov-14,5-Dec-14,10,0,300,,Torrential Rain,1.5,2861.66,4.6,34.4532,31.3378,News,0,96,1,195,26-Nov-14,1108,3678,,,,,,
4209,,0,France,0,#N/A,#N/A,Southern France; Pyrenees-Orientales region,News,29-Nov-14,5-Dec-14,7,5,3000,,Torrential Rain,1.5,123269.25,6.1,0.863937,43.999,News,1,96,1,194,29-Nov-14,1108,3677,,,,,,
4208,,0,USA,0,#N/A,#N/A,Southern California,News,1-Dec-14,5-Dec-14,5,0,40,,Torrential Rain,1,202666.27,6.0,-117.212,35.4299,News,1,95,1,193,01-Dec-14,1107,3676,,,,,,
4207,,FL-2014-000159-MAR,Morocco,0,#N/A,#N/A,"Southern Morocco, Marrakesh",News,24-Nov-14,5-Dec-14,12,40,0,,Heavy Rain,2,273693.63,6.8,-5.61886,31.5566,News,1,94,1,192,24-Nov-14,1106,3675,,,,,,
4206,,0,Thailand,0,#N/A,#N/A,Southern Thailand; Trang Province,News,7-Nov-14,16-Nov-14,10,0,1000,,Monsoonal Rain,1,31653.08,5.5,99.5163,8.02409,News,0,93,1,191,07-Nov-14,1105,3674,,,,,,
4205,,0,Italy,0,#N/A,#N/A,Northern Italy,News,12-Nov-14,16-Nov-14,5,5,0,,Torrential Rain,1.5,36733.48,5.4,10.6129,45.9281,News,0,93,1,190,12-Nov-14,1105,3673,,,,,,
4204,,0,Indonesia,0,#N/A,#N/A,West Sumatra Jumat ,News,14-Nov-14,16-Nov-14,3,0,2400,,Heavy Rain,1,57442.62,5.2,100.753,-1.02615,News,0,93,1,189,14-Nov-14,1105,3672,,,,,,
4203,,0,France,0,#N/A,#N/A,Southeastern France,News,13-Nov-14,16-Nov-14,4,5,0,,Heavy Rain,1.5,36709.07,5.3,5.09507,44.2452,News,0,93,1,188,13-Nov-14,1105,3671,,,,,,
4202,,0,Greece,0,#N/A,#N/A,Athens,News,25-Oct-14,27-Oct-14,3,0,0,,Torrential Rain; Tropical Storm Gon,1,4855.4,4.2,23.4176,38.1738,News,0,93,1,187,25-Oct-14,1105,3670,,,,,,
4201,,0,Somalia,Ethiopia,#N/A,#N/A,"Shabelle River, Heran Province",News,24-Oct-14,16-Nov-14,24,0,21000,,Heavy Rain,1.5,42635.81,6.2,45.2538,4.13428,News,1,93,1,186,24-Oct-14,1105,3669,,,,,,
4200,,0,India,Sri Lanka,#N/A,#N/A,Southern India,News,22-Oct-14,27-Oct-14,6,5,300,,Monsoonal Rain,1,115476.31,5.8,78.2616,10.2916,News,0,92,1,185,22-Oct-14,1104,3668,,,,,,
4199,,0,Spain,0,#N/A,#N/A,"Canary Islands, Tenerife",News,19-Oct-14,22-Oct-14,4,1,0,,Torrential Rain,1,7566.97,4.5,-16.5329,28.2782,News,0,92,1,184,19-Oct-14,1104,3667,,,,,,
4198,,0,India,0,#N/A,#N/A,"Uttar Pradesh, Andhra Pradesh, Odisha states",News,12-Oct-14,27-Oct-14,16,42,0,,Tropical Storm Hudhug,1.5,376261.49,7.0,79.6967,18.4473,News,1,92,1,183,12-Oct-14,1104,3666,,,,,,
4197,,0,Mexico,0,#N/A,#N/A,Guerrero and Oaxaca states,News,18-Oct-14,27-Oct-14,10,6,4000,,Tropical Storm Trudy,1.5,187176.03,6.4,-98.4317,21.7845,News,1,91,1,182,18-Oct-14,1103,3665,,,,,,
4196,,0,South Sudan,0,#N/A,#N/A, Warrap State,News,15-Oct-14,27-Oct-14,13,4,140,,Heavy Rain,1,388189.52,6.7,31.1747,6.69427,News,1,90,1,181,15-Oct-14,1102,3664,,,,,,
4195,,0,USA,0,#N/A,#N/A,Palm Beach County,News,21-Oct-14,22-Oct-14,2,0,0,,Torrential Rain,1,8447.1,4.2,-80.4061,26.9326,News,0,89,1,180,21-Oct-14,1101,3663,,,,,,
4194,,0,Nicaragua,Honduras,#N/A,#N/A,"Nicaragua, Honduras, Guatamala",News,15-Oct-14,27-Oct-14,13,24,33000,,Torrential Rain,1.5,221816.02,6.6,-87.5693,13.8455,News,1,89,1,179,15-Oct-14,1101,3662,,,,,,
4193,,0,Nicaragua,0,#N/A,#N/A, North and south-western Nicaragua,News,9-Oct-14,11-Oct-14,3,1,50,,Heavy Rain,1.5,79061.87,5.6,-85.6393,12.6289,News,0,88,1,178,09-Oct-14,1100,3661,,,,,,
4192,,0,Italy,0,#N/A,#N/A,Genoa,News,10-Oct-14,11-Oct-14,2,1,0,,Torrential Rain,1,6229.19,4.1,9.17775,44.6146,News,0,88,1,177,10-Oct-14,1100,3660,,,,,,
4191,,0,Democratic Republic of Congo,0,#N/A,#N/A,Eastern Democratic Republic of Congo,News,4-Oct-14,11-Oct-14,8,4,200,,Monsoonal Rain,1,781320.47,6.8,25.2115,-7.98006,News,1,88,1,176,04-Oct-14,1100,3659,,,,,,
4190,,0,Malaysia,0,#N/A,#N/A,"Sabah, Malaysia",News,4-Oct-14,11-Oct-14,8,0,100,,Torrential Rain,1,31695.74,5.4,117.183,6.0074,News,0,87,1,175,04-Oct-14,1099,3658,,,,,,
4189,,0,Philippines,0,#N/A,#N/A, Metropolitan Manila and northern and central Philippine provinces,News,19-Sep-14,11-Oct-14,23,5,83000,,Tropical Storm Fung-Wong,1.5,30855.03,6.0,121.612,14.6575,News,1,87,1,174,19-Sep-14,1099,3657,,,,,,
4188,,0,India,0,#N/A,#N/A, Meghalaya and Assam,News,24-Sep-14,11-Oct-14,18,59,30000,,Monsoonal rain,1.5,61894.97,6.2,92.4891,26.7465,News,1,86,1,173,24-Sep-14,1098,3656,,,,,,
4187,,0,Vanuatu,0,#N/A,#N/A,Vanuatu,News,3-Oct-14,11-Oct-14,9,1,100,,Torrential Rain,1,3365.71,4.5,166.967,-15.3154,News,0,85,1,172,03-Oct-14,1097,3655,,,,,,
4186,,0,South Sudan,0,#N/A,#N/A,"Eastern Equatoria's Magwi county, other locations in South Sudan",News,21-Sep-14,11-Oct-14,21,7,3000,,Heavy Rain,1,143087.31,6.5,32.9068,6.94173,News,1,85,1,171,21-Sep-14,1097,3654,,,,,,
4185,,0,China,0,#N/A,#N/A,Southwestern China; Sichuan and Guizhou provinces; megacity of Chongqing,News,1-Sep-14,8-Sep-14,8,44,121700,,Monsoonal Rain,1.5,55272.31,5.8,108.35,30.7799,News,0,84,1,170,01-Sep-14,1096,3653,,,,,,
4184,,0,Thailand,0,#N/A,#N/A,Sukhothai and Ayutthaya,News,1-Sep-14,8-Sep-14,8,0,400,,Monsoonal Rain,1,34449.25,5.4,100.457,16.4039,News,0,84,1,169,01-Sep-14,1096,3652,,,,,,
4183,,0,Bulgaria,0,#N/A,#N/A,"Region of Burgas, Bulgaria",News,5-Sep-14,8-Sep-14,4,3,0,,Torrential Rain,1,7804.96,4.5,27.4879,42.6219,News,0,84,1,168,05-Sep-14,1096,3651,,,,,,
4182,,0,South Korea,Japan,#N/A,#N/A,Southeast South Korea,News,24-Aug-14,4-Sep-14,12,5,0,,Torrential Rain,1.5,35508.04,5.8,128.392,36.051,News,0,84,1,167,24-Aug-14,1096,3650,,,,,,
4181,,0,Panama,0,#N/A,#N/A,"Chiriquí Province, western Panama",News,18-Aug-14,4-Sep-14,18,9,116,,Heavy Rain,1,22658.51,5.6,-80.9628,8.23894,News,0,84,1,166,18-Aug-14,1096,3649,,,,,,
4180,,0,Dominican Republic,0,#N/A,#N/A,"San Pedro de Macoris, El Seibo and Hato Mayo provinces",News,20-Aug-14,4-Sep-14,16,0,4000,,Tropical Storm Cristobal,1,13399.5,5.3,-69.754,19.0682,News,0,84,1,165,20-Aug-14,1096,3648,,,,,,
4179,,0,Pakistan,India,#N/A,#N/A,"NE Pakistan, NW India; Kashmir, Jammu, Srinagar provinces",News,1-Sep-14,11-Oct-14,41,300,30000,,Monoonal Rain,2,253686.93,7.3,75.3419,33.9449,News,1,84,1,164,01-Sep-14,1096,3647,,,,,,
4178,,0,Bangladesh,0,#N/A,#N/A,Northern Bangladesh,News,20-Aug-14,8-Sep-14,20,17,500000,,Monsoonal Rain,1.5,35999.91,6.0,90.6333,24.5661,News,1,83,1,163,20-Aug-14,1095,3646,,,,,,
4177,,0,USA,0,#N/A,#N/A,Detroit Michigan and surrounding region,News,10-Aug-14,19-Aug-14,10,1,0,,Torrential Rain,2,11462.27,5.4,-83.3134,42.5291,News,0,82,1,162,10-Aug-14,1094,3645,,,,,,
4176,,0,India,0,#N/A,#N/A,Assam,News,15-Aug-14,8-Sep-14,25,1,75000,,Monsoonal Rain,1,44290.91,6.0,94.6542,27.6132,News,1,82,1,161,15-Aug-14,1094,3644,,,,,,
4175,,0,Niger,0,#N/A,#N/A,Central and western regions,News,13-Aug-14,19-Aug-14,7,12,10000,,Heavy Rain,1,350748.91,6.4,6.40648,16.3273,News,1,81,1,160,13-Aug-14,1093,3643,,,,,,
4174,,0,India,0,#N/A,#N/A,"Bihar Province;  Bagha, Gopalganj, Madhubani, Sitamarhi, Supaul, Saharsa, Khagaria, Darbhanga and Madhepura districts",News,14-Aug-14,8-Sep-14,26,0,10000,,Monsoonal Rain,1.5,62650.8,6.4,86.2537,26.1795,News,1,80,1,159,14-Aug-14,1092,3642,,,,,,
4173,,0,Indonesia,0,#N/A,#N/A,Bogor district of West Java; Bone Bolango regency of Gorontalo Province,News,11-Aug-14,19-Aug-14,9,2,600,,Torrential Rain,1,65176.82,5.8,107.83,-7.0044,News,0,79,1,158,11-Aug-14,1091,3641,,,,,,
4172,,0,China,0,#N/A,#N/A,"Fujian, Jiangxi, Hunan, Guangdong, Sichuan and Guangxi Zhuang regions; Guizhou",News,11-Aug-14,19-Aug-14,9,27,10000,,Monsoonal Rain,1.5,387775.13,6.7,114.164,25.4709,News,1,79,1,157,11-Aug-14,1091,3640,,,,,,
4171,,0,India,0,#N/A,#N/A,Uttar Pradesh,News,11-Aug-14,8-Sep-14,29,31,4000,,Monsoonal Rain,1.5,107474.39,6.7,79.7586,27.3852,News,1,78,1,156,11-Aug-14,1090,3639,,,,,,
4170,,0,Nepal,0,#N/A,#N/A,"Western Nepal;  Surkhet, Dang, Banke, Bardiya and Salyan districts",News,12-Aug-14,8-Sep-14,28,180,17000,,Monsoonal Rain,1.5,55212.66,6.4,81.9731,28.9832,News,1,77,1,155,12-Aug-14,1089,3638,,,,,,
4169,,0,Japan,0,#N/A,#N/A,Western and central Japan,News,16-Aug-14,19-Aug-14,4,3,12000,,Torrential Rain,2,76116.81,5.8,136.31,35.7986,News,0,76,1,154,16-Aug-14,1088,3637,,,,,,
4168,,0,Papua New Gunea,0,#N/A,#N/A,Southern Highlands Province,News,20-Jul-14,29-Jul-14,10,4,0,,Heavy Rain,1.5,51770.21,5.9,143.399,-6.06802,News,0,76,1,153,20-Jul-14,1088,3636,,,,,,
4167,,0,China,Viet Nam,#N/A,#N/A,"Hainan, Guanxi Provinces, northern Viet Nam",News,18-Jul-14,29-Jul-14,12,46,100000,,Typhoon Rammasun,2,82764.22,6.3,107.508,21.4955,News,1,76,1,152,18-Jul-14,1088,3635,,,,,,
4166,,0,Russia,0,#N/A,#N/A,"Magadan Oblast, Russian Far East",News,22-Jul-14,29-Jul-14,8,0,0,,Heavy Rain,2,224475.55,6.6,156.129,62.7394,News,1,75,1,151,22-Jul-14,1087,3634,,,,,,
4165,,0,India,0,#N/A,#N/A,Chhattisgarh and Odisha,News,20-Jul-14,29-Jul-14,10,6,15000,,Monsoonal Rain,1,189576.05,6.3,84.1258,20.7752,News,1,74,1,150,20-Jul-14,1086,3633,,,,,,
4164,,0,South Sudan,Sudan,#N/A,#N/A,"Southern Sudan and South Sudan;  Khartoum, Kassala, River Nile, North Darfur and White Nile;  Gezira, Northern, Sennar, North Kordufan, South Kordofan and West Darfur",News,20-Jul-14,8-Sep-14,51,77,112000,,Heavy Rain,1.5,641087.55,7.7,31.0015,10.2137,News,1,73,1,149,20-Jul-14,1085,3632,,,,,,
4163,,0,Brazil,Uruguay,#N/A,#N/A,State of Rio Grande do Sul; Uruguay River,News,3-Jul-14,29-Jul-14,27,10,50000,,Heavy Rain,2,44866.46,6.4,-58.0256,-32.3467,News,1,72,1,148,03-Jul-14,1084,3631,,,,,,
4162,,0,Nepal,0,#N/A,#N/A,"Sindhupalchok, Lalitpur and Chitwan districts of Nepal",News,1-Jul-14,14-Jul-14,14,16,2400,,Torrential Rain,1.5,11578.77,5.4,84.6207,28.4737,News,0,71,1,147,01-Jul-14,1083,3630,,,,,,
4161,,0,Bangladesh,0,#N/A,#N/A,"Bhola District in the Division of Barisal, Bangladesh",News,13-Jul-14,14-Jul-14,2,0,30000,,Heavy Rain and High Tide,1.5,217.529,2.8,90.5498,22.3313,News,0,71,0,146,13-Jul-14,1083,3629,,,,,,
4160,,0,USA,0,#N/A,#N/A," Mendenhall Lake and River, Juneau, Alaska",News,11-Jul-14,14-Jul-14,4,0,0,,Jökulhlaup,1,2950.82,4.1,-134.446,58.1993,News,0,71,1,146,11-Jul-14,1083,3629,,,,,,
4159,,0,Brazil,0,#N/A,#N/A,"Amazonas State; Northwestern Brazil; Careiro da Varzea; Manaus, Rio Negro",News,22-May-14,29-Jul-14,69,0,0,,Heavy Rain,2,256564.57,7.5,-59.5597,-2.92934,News,1,71,1,145,22-May-14,1083,3628,,,,,,
4158,,0,Sudan,0,#N/A,#N/A,Sinja locality in the eastern Sudan state of Senna,News,7-Jul-14,14-Jul-14,8,0,42400,,Heavy Rain,1.5,137141.28,6.2,33.08,13.3883,News,1,70,1,144,07-Jul-14,1082,3627,,,,,,
4157,,0,New Zealand,0,#N/A,#N/A,"North Island, Hikurangi Swamp area, north of Whangarei; Tangiteroria",News,5-Jul-14,14-Jul-14,10,0,0,,Heavy Rain,1,8581.24,4.9,174.068,-35.6989,News,0,69,1,143,05-Jul-14,1081,3626,,,,,,
4156,,0,Thailand,0,#N/A,#N/A,"Rayong,  Chiang Rai, and Trang",News,11-Jul-14,14-Jul-14,4,0,500,,Heavy Rain,1,15921.63,4.8,99.739,19.8258,News,0,69,1,142,11-Jul-14,1081,3625,,,,,,
4155,,0,China,0,#N/A,#N/A,"Southern China;  Hunan, Jiangxi provinces;  Guangxi Zhuang Autonomous Region",News,5-Jun-14,25-Jun-14,21,14,337000,,Monsoonal Rain,1,377101.63,6.9,112.358,26.4396,News,1,69,1,141,05-Jun-14,1081,3624,,,,,,
4154,,0,India,0,#N/A,#N/A,Assam,News,23-Jun-14,25-Jun-14,3,0,10000,,Monsoonal Ran,1,49220.53,5.2,94.716,27.8115,News,0,68,1,140,23-Jun-14,1080,3623,,,,,,
4153,,0,Philippines,0,#N/A,#N/A,Southern Philippine province of Maguindanao,News,17-Jun-14,25-Jun-14,9,0,35000,,Heavy Rain,1,15356.31,5.1,124.73,6.7719,News,0,68,1,139,17-Jun-14,1080,3622,,,,,,
4152,,0,USA,0,#N/A,#N/A,"South Dakota, Iowa, Illinois, Missouri, Minnesota",News,10-Jun-14,14-Jul-14,35,0,600,,Heavy Rain,2,418317.13,7.5,-94.7944,42.708,News,1,68,1,138,10-Jun-14,1080,3621,,,,,,
4151,,0,Bulgaria,0,#N/A,#N/A,"Eastern Bulgaria; Varna district of Asparuhov; Varna, Dobrich and Veliko Tarnovo",News,19-Jun-14,25-Jun-14,7,12,2000,,Torrential Rain,2,24415.42,5.5,27.0426,42.9445,News,0,67,1,137,19-Jun-14,1079,3620,,,,,,
4150,,0,Paraguay,Brazil,#N/A,#N/A,"Southern Brazil, Parana State; Paraguay River and El Chaco region, Paraguay",News,3-Jun-14,14-Jul-14,42,9,265000,,Heay Rain,2,554605.25,7.7,-53.547,-24.3541,News,1,67,1,136,03-Jun-14,1079,3619,,,,,,
4149,,0,Russia,0,#N/A,#N/A," Altai region, Khakassia Republic, and Altai Republic",News,4-Jun-14,10-Jun-14,7,70,3000,,Torrential Rain,1.5,1829701.35,7.3,94.3696,55.0332,News,1,66,1,135,04-Jun-14,1078,3618,,,,,,
4148,,TC-2014-000071-MEX,Mexico,Guatamala,#N/A,#N/A,"Chiapas, SE Mexico.W  Guatamala",News,1-Jun-14,10-Jun-14,10,22,25000,,Monsoonal Rain,1.5,113685.43,6.2,-94.0274,16.5997,News,1,65,1,134,01-Jun-14,1077,3617,,,,,,
4147,,0,Iran,0,#N/A,#N/A,"Khorasan, Mazandaran and Semnan provinces",News,1-Jun-14,10-Jun-14,10,37,440000,,Monsoonal Rain,1.5,305525.25,6.7,57.2544,34.3756,News,1,64,1,133,01-Jun-14,1076,3616,,,,,,
4146,,0,China,0,#N/A,#N/A,"Southern China, Guangdong Province",News,30-May-14,10-Jun-14,12,6,500,,Heavy Rain,1,45994.3,5.7,113.342,23.2652,News,0,63,1,132,30-May-14,1075,3615,,,,,,
4145,,FL-2014-000070-LKA,Sri Lanka,0,#N/A,#N/A,Western districts of Sri Lanka,News,4-Jun-14,10-Jun-14,7,5,16000,,Tropical Storm Boris,1.5,10337.47,5.0,80.1668,7.66215,News,0,63,1,131,04-Jun-14,1075,3614,,,,,,
4144,,0,Afghanistan,0,#N/A,#N/A,Baghlan provinc,News,3-Jun-14,10-Jun-14,8,0,300,,Heavy Rain,1.5,44203.93,5.7,68.0178,35.6352,News,0,63,1,130,03-Jun-14,1075,3613,,,,,,
4143,,FL-2014-000062-CHN,China,0,#N/A,#N/A,"Hunan Province, including Guiyang, Shenzhen cities.",News,12-May-14,16-May-14,5,1,10000,,Heavy Rain,2,205001.27,6.3,111.467,27.3821,News,1,63,1,129,12-May-14,1075,3612,,,,,,
4142,,FL-2014-000063-TJK,Tajikistan,0,#N/A,#N/A," Khatlon Province,  Rudaki and Vahdat districts, southern regions,  Gonchi District of Sughd Province, northern region",News,10-May-14,16-May-14,7,0,425,,Heavy Rain,1.5,41719.46,5.6,69.3787,38.4853,News,0,62,1,128,10-May-14,1074,3611,,,,,,
4141,,0,Italy,0,#N/A,#N/A,Marche region of central Italy,News,2-May-14,10-May-14,9,2,250,,Torrential Rain,1.5,11256.33,5.2,13.013,43.3979,News,0,62,1,127,02-May-14,1074,3610,,,,,,
4140,,0,Tanzania,0,#N/A,#N/A,Rufiji District in Coast Region,News,10-May-14,16-May-14,7,0,22000,,Heavy Rain,1,22249.34,5.2,38.9442,-7.66435,News,0,62,1,126,10-May-14,1074,3609,,,,,,
4139,,0,Serbia,Bosnia,#N/A,#N/A,"Bosnia,Serbia, Croatia",News,12-May-14,16-May-14,5,3,4000,,Heavy Rain,2,115747.69,6.1,19.2236,44.56,News,1,62,1,125,12-May-14,1074,3608,,,,,,
4138,,FF-2014-000059-SRB,Romania,Bulgaria,#N/A,#N/A,"Bulgaria, Serbia, southern Romania",News,17-Apr-14,1-May-14,15,0,640,,Torrential Rain,1.5,87430.69,6.3,24.494,44.0617,News,1,61,1,124,17-Apr-14,1073,3607,,,,,,
4137,,0,Tanzania,0,#N/A,#N/A,Dar es Salaam region,News,18-Apr-14,1-May-14,14,41,0,,Torrential Rain,1.5,18498.39,5.6,38.9689,-7.19301,News,0,60,1,123,18-Apr-14,1072,3606,,,,,,
4136,,FF-2014-000060-AFG,Afghanistan,0,#N/A,#N/A,"Northwestern Afghanistan; Jowzjan Province, provincial capital Sheberghan, Qosh Tepa, Darzab, and Khoja Do Koh districts",News,20-Apr-14,16-May-14,27,123,6000,,Torrential Rain,1.5,83722.34,6.5,66.4342,35.834,News,1,60,1,122,20-Apr-14,1072,3605,,,,,,
4135,,0,USA,0,#N/A,#N/A,Gulf Coast; Northeast Atlantic Coast,News,30-Apr-14,1-May-14,2,1,200,,Torrential Rain,2,260469.81,6.0,-84.9465,31.2966,News,1,59,1,121,30-Apr-14,1071,3604,,,,,,
4134,,0,USA,0,#N/A,#N/A,"Southern Alabama, southern Mississippi",News,1-Apr-14,8-Apr-14,8,2,300,,heavy Rain,1.5,82418.56,6.0,-87.6188,31.8585,News,0,58,1,120,01-Apr-14,1070,3603,,,,,,
4133,,0,Argentina,0,#N/A,#N/A,Western province of Neuquenr,News,1-Apr-14,8-Apr-14,8,0,2000,,Heavy Rain,1.5,69876.78,5.9,-70.2984,-38.3652,News,0,58,1,119,01-Apr-14,1070,3602,,,,,,
4132,,FL-2014-000045-SLB,Solomon Islands,0,#N/A,#N/A,Honiara,News,1-Apr-14,8-Apr-14,8,23,10000,,Heavy Rain,2,5480.75,4.9,160.342,-9.67763,News,0,58,1,118,01-Apr-14,1070,3601,,,,,,
4131,,FL-2014-000038-ZAF,South Africa,Namibia,#N/A,#N/A,"SADC region, Zambezi River",News,1-Mar-14,30-Mar-14,30,37,3528,,Heavy Rain,1.5,1037639.19,7.7,25.6074,-21.5153,News,1,58,1,117,01-Mar-14,1070,3600,,,,,,
4130,,0,Australia,0,#N/A,#N/A,"Southeast and Central Queensland; Yeppoon area, Capricorn Coast ",News,24-Mar-14,30-Mar-14,7,1,0,,Torrential Rain,1.5,250162.12,6.4,150.117,-26.2415,News,1,57,1,116,24-Mar-14,1069,3599,,,,,,
4129,,0,USA,0,#N/A,#N/A,"Southern Mississippi, Wilkinson County",News,25-Mar-14,30-Mar-14,6,0,200,,Heavy Rain,1.5,53220.79,5.7,-89.1282,31.4244,News,0,56,1,115,25-Mar-14,1068,3598,,,,,,
4128,,0,Zimbawe,0,#N/A,#N/A,Tokwe-Mukosi,News,1-Feb-14,30-Mar-14,58,0,4000,,Dam Break,1,17205.64,6.0,31.3479,-21.5196,News,0,56,1,114,01-Feb-14,1068,3597,,,,,,
4127,,FL-2014-000030-PRY,Paraguay,0,#N/A,#N/A,"Luque, Mariano Roque Alonso, Lambaré, and  Limpio",News,25-Feb-14,10-Mar-14,14,0,2000,,Heavy Rain,1,6829.57,5.0,-57.5833,-25.2205,News,0,56,1,113,25-Feb-14,1068,3596,,,,,,
4126,,0,Burundi,0,#N/A,#N/A,Bujumbura,News,19-Feb-14,10-Mar-14,20,69,20000,,Torrential Rain,2,3237.42,5.1,29.6499,-4.14041,News,0,56,1,112,19-Feb-14,1068,3595,,,,,,
4125,,0,New Zealand,0,#N/A,#N/A,"Christchurch, including Avon River",News,3-Mar-14,10-Mar-14,8,0,80,,Heavy Rain,2,1015.84,4.2,172.613,-43.4538,News,0,56,1,111,03-Mar-14,1068,3594,,,,,,
4124,,SS-2014-000032-MHL,USA,0,#N/A,#N/A,Majuro,News,3-Mar-14,10-Mar-14,8,0,900,,Storm Surge,1.5,34.8366,2.6,168.729,7.30951,News,0,56,0,110,03-Mar-14,1068,3593,,,,,,
4123,,0,Mozambique,0,#N/A,#N/A,"Johannesburg , Kliptown, Soweto; eastern South Africa, Zimbawe, and SE Mozambique; Kruger; Incomati River",News,24-Feb-14,10-Mar-14,15,4,20000,,Heavy Rain,1,481907.88,6.9,31.5459,-24.4459,News,1,56,1,110,24-Feb-14,1068,3593,,,,,,
4122,,0,France,Italy,#N/A,#N/A,"Southeastern France, western France, Pisa, Liguria, northwestern Italy ",News,20-Jan-14,7-Feb-14,19,4,1000,,Heavy Rain,1.5,82989.45,6.4,7.0993,43.9958,News,1,55,1,109,20-Jan-14,1067,3592,,,,,,
4121,,0,Indonesia,0,#N/A,#N/A,"Jakarta, Tangerang",News,8-Jan-14,7-Feb-14,31,23,20000,,Heavy Rain,1.5,35769.22,6.2,107.706,-6.6324,News,1,54,1,108,08-Jan-14,1066,3591,,,,,,
4120,,0,Australia,0,#N/A,#N/A,"Top End, Northern Territory",News,2-Feb-14,7-Feb-14,6,0,0,,Tropical Storm Fletcher,1,426979.84,6.4,131.732,-14.3299,News,1,53,1,107,02-Feb-14,1065,3590,,,,,,
4119,,0,Zimbawe,0,#N/A,#N/A,Communities downstream of the Tokwe-Mukrosi Dam along Tokwe River; Bulawayo,News,15-Jan-14,7-Feb-14,24,0,4000,,Heavy Rain,1.5,72462.23,6.4,28.9231,-20.2044,News,1,52,1,106,15-Jan-14,1064,3589,,,,,,
4118,,0,Zimbawe,0,#N/A,#N/A,Muzarabani,News,15-Jan-14,7-Feb-14,24,0,0,,Heavy Rain,1.5,142586.1,6.7,30.8531,-17.2057,News,1,51,1,105,15-Jan-14,1063,3588,,,,,,
4117,,FL-2014-000008-BOL,Bolivia,0,#N/A,#N/A," La Paz, Beni, Santa Cruz and Cochabamba; Beni province in northeastern Bolivia",News,10-Jan-14,1-May-14,112,60,84000,,Heavy Rain,2,381576.65,7.9,-64.0135,-13.3888,News,1,50,1,104,10-Jan-14,1062,3587,,,,,,
4116,,0,Peru,0,#N/A,#N/A,Southern Andean Cusco region,News,1-Jan-14,4-Jan-14,4,0,300,,Heavy Rain,1,74144.66,5.5,-71.5232,-12.4186,News,0,49,1,103,01-Jan-14,1061,3586,,,,,,
4115,,0,USA,0,#N/A,#N/A,"Nelson and Carroll Counties, Kentucky",News,22-Dec-13,4-Jan-14,14,5,0,,Heavy Rain,1,16069.91,5.4,-86.7899,37.5597,News,0,49,1,102,22-Dec-13,1061,3585,,,,,,
4114,,FL-2013-000159-LCA,Saint Vincent,St. Lucia,#N/A,#N/A,"Saint Vincent and the Grenadines, St. Lucia",News,26-Dec-13,4-Jan-14,10,11,0,,Heavy Rain,1,830.232,3.9,-60.9886,13.9188,News,0,49,0,101,26-Dec-13,1061,3584,,,,,,
